Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2001,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,30.86,
SURVEY,1994,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,SANDUSKY,143,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,30.96,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,30.98,
SURVEY,2007,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,HENRY,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.03,
SURVEY,2007,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.06,
SURVEY,2004,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.07,
SURVEY,1994,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,SENECA,147,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.09,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.09,
SURVEY,2003,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.1,
SURVEY,2003,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,PUTNAM,137,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.14,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.3,
SURVEY,2005,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,HENRY,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.35,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.36,
SURVEY,1994,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.44,
SURVEY,1997,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.45,
SURVEY,1998,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.46,
SURVEY,2003,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,HENRY,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.47,
SURVEY,2005,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.61,
SURVEY,1992,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.61,
SURVEY,1994,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,WILLIAMS,171,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.75,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.82,
SURVEY,2000,YEAR,,COUNTY,OHIO,39,WEST CENTRAL,40,DARKE,37,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.88,
SURVEY,1989,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.92,
SURVEY,1989,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.99,
SURVEY,1995,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32,
SURVEY,2005,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.02,
SURVEY,1990,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.05,
SURVEY,1995,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.1,
SURVEY,1993,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.15,
SURVEY,1994,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,WOOD,173,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.19,
SURVEY,1996,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.21,
SURVEY,1989,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.21,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.57,
SURVEY,1996,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.58,
SURVEY,1993,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.93,
SURVEY,1998,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.96,
SURVEY,1992,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,GREENE,57,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,32.96,
SURVEY,1996,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.06,
SURVEY,1992,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.08,
SURVEY,1998,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.15,
SURVEY,1998,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.28,
SURVEY,2001,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.33,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.33,
SURVEY,2005,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,PUTNAM,137,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.35,
SURVEY,2004,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.37,
SURVEY,2000,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.43,
SURVEY,2004,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,HENRY,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.59,
SURVEY,1994,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.62,
SURVEY,1996,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.63,
SURVEY,2003,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.64,
SURVEY,1997,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.75,
SURVEY,1993,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.79,
SURVEY,2003,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.81,
SURVEY,1994,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.97,
SURVEY,1996,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,SENECA,147,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,33.98,
SURVEY,2012,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34,
SURVEY,2005,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34,
SURVEY,1992,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.3,
SURVEY,1992,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.3,
SURVEY,1993,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.37,
SURVEY,2011,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.44,
SURVEY,2003,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.52,
SURVEY,1994,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.57,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.61,
SURVEY,1995,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.65,
SURVEY,1995,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.74,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.76,
SURVEY,1994,YEAR,,COUNTY,OHIO,39,SOUTHWEST,70,GREENE,57,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.8,
SURVEY,1996,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.95,
SURVEY,1999,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,34.98,
SURVEY,2006,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35,
SURVEY,1994,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.07,
SURVEY,2001,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.14,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.15,
SURVEY,2000,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.21,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.52,
SURVEY,1999,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.58,
SURVEY,2011,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.65,
SURVEY,1991,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SANTA CLARA,85,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.68,
SURVEY,2017,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.82,
SURVEY,1996,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.83,
SURVEY,2004,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,35.91,
SURVEY,2006,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,36.16,
SURVEY,1993,YEAR,,COUNTY,OHIO,39,NORTH CENTRAL,20,WYANDOT,175,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,36.8,
SURVEY,2012,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.14,
SURVEY,2011,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.17,
SURVEY,2004,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.34,
SURVEY,1997,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.49,
SURVEY,2013,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.5,
SURVEY,2002,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.8,
SURVEY,2013,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.92,
SURVEY,2002,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.01,
SURVEY,2005,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.13,
SURVEY,2013,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.2,
SURVEY,2017,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.22,
SURVEY,2003,YEAR,,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.25,
SURVEY,1999,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.52,
SURVEY,1997,YEAR,,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.54,
SURVEY,2005,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,OTHER (COMBINED) COUNTIES,,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.65,
SURVEY,2013,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.71,
